C:\TRACK2\IMG\center_2022_02_17_11_52_34_624.jpg,C:\TRACK2\IMG\left_2022_02_17_11_52_34_624.jpg,C:\TRACK2\IMG\right_2022_02_17_11_52_34_624.jpg,0,0,0,6.173914E-06
C:\TRACK2\IMG\center_2022_02_17_11_52_34_692.jpg,C:\TRACK2\IMG\left_2022_02_17_11_52_34_692.jpg,C:\TRACK2\IMG\right_2022_02_17_11_52_34_692.jpg,0,0,0,1.450449E-05
C:\TRACK2\IMG\center_2022_02_17_11_52_34_759.jpg,C:\TRACK2\IMG\left_2022_02_17_11_52_34_759.jpg,C:\TRACK2\IMG\right_2022_02_17_11_52_34_759.jpg,0,0,0,1.836734E-05
C:\TRACK2\IMG\center_2022_02_17_11_52_34_828.jpg,C:\TRACK2\IMG\left_2022_02_17_11_52_34_828.jpg,C:\TRACK2\IMG\right_2022_02_17_11_52_34_828.jpg,0,0,0,1.746488E-05
C:\TRACK2\IMG\center_2022_02_17_11_52_34_897.jpg,C:\TRACK2\IMG\left_2022_02_17_11_52_34_897.jpg,C:\TRACK2\IMG\right_2022_02_17_11_52_34_897.jpg,0,0,0,1.117527E-05
C:\TRACK2\IMG\center_2022_02_17_11_52_34_965.jpg,C:\TRACK2\IMG\left_2022_02_17_11_52_34_965.jpg,C:\TRACK2\IMG\right_2022_02_17_11_52_34_965.jpg,0,0,0,5.575109E-06
C:\TRACK2\IMG\center_2022_02_17_11_52_35_034.jpg,C:\TRACK2\IMG\left_2022_02_17_11_52_35_034.jpg,C:\TRACK2\IMG\right_2022_02_17_11_52_35_034.jpg,0,0,0,4.181997E-07
C:\TRACK2\IMG\center_2022_02_17_11_52_35_102.jpg,C:\TRACK2\IMG\left_2022_02_17_11_52_35_102.jpg,C:\TRACK2\IMG\right_2022_02_17_11_52_35_102.jpg,0,0,0,4.394902E-06
C:\TRACK2\IMG\center_2022_02_17_11_52_35_171.jpg,C:\TRACK2\IMG\left_2022_02_17_11_52_35_171.jpg,C:\TRACK2\IMG\right_2022_02_17_11_52_35_171.jpg,0,0,0,1.037999E-05
C:\TRACK2\IMG\center_2022_02_17_11_52_35_240.jpg,C:\TRACK2\IMG\left_2022_02_17_11_52_35_240.jpg,C:\TRACK2\IMG\right_2022_02_17_11_52_35_240.jpg,0,0,0,2.713753E-05
C:\TRACK2\IMG\center_2022_02_17_11_52_35_307.jpg,C:\TRACK2\IMG\left_2022_02_17_11_52_35_307.jpg,C:\TRACK2\IMG\right_2022_02_17_11_52_35_307.jpg,0,0,0,1.882432E-05
C:\TRACK2\IMG\center_2022_02_17_11_52_35_377.jpg,C:\TRACK2\IMG\left_2022_02_17_11_52_35_377.jpg,C:\TRACK2\IMG\right_2022_02_17_11_52_35_377.jpg,0,0.0435357,0,0.01858289
